འཕགས་པ་བློ་གྲོས་རྒྱ་མཚོས་ཞུས་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Questions of Sāgaramat
གཞན་ཡང་ཆོས་གཅིག་སྟེ། འདི་ལྟ་སྟེ་ཆོས་ཐམས་ཅད་མཉམ་པ་ཉིད་དུ་མངོན་པར་རྫོགས་པར་ཁོང་དུ་ཆུད་པས་བླ་ན་མེད་པ་ཡང་དག་པར་རྫོགས་པའི་བྱང་ཆུབ་པའོ། ། ||| There is another teaching: fully awakening to buddhahood by knowing the sameness of all phenomena.
བློ་གྲོས་རྒྱ་མཚོ་གཞན་ཡང་ཐེག་པ་ཆེན་པོ་སྡུད་པར་འགྱུར་བའི་ཆོས་གཅིག་སྟེ། ||| “Sāgaramati, there is another teaching that summarizes the Great Vehicle.
ཆོས་གཅིག་པོ་གང་ཞེ་ན། ||| What is this teaching?
འདི་ལྟ་སྟེ། ཆོས་ཐམས་ཅད་རང་བཞིན་གྱིས་མ་སྐྱེས་པ་དང་མ་བྱུང་བར་རིག་ནས་མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་རབ་ཏུ་ཐོབ་པ་སྟེ། ||| It is attaining the acceptance that phenomena are unborn through realizing that all phenomena are unborn and non-arising by nature.
བློ་གྲོས་རྒྱ་མཚོ་འདི་ནི་ཐེག་པ་ཆེན་པོ་སྡུད་པར་འགྱུར་བའི་ཆོས་གཅིག་གོ ། ||| Sāgaramati, that is a teaching that summarizes the Great Vehicle.
བློ་གྲོས་རྒྱ་མཚོ་ཆོས་དེ་དག་ནི་ཐེག་པ་ཆེན་པོ་སྡུད་པར་འགྱུར་བ་དང་། འཛིན་པ་དང་གནས་པ་ཐམས་ཅད་འདོད་པར་འགྱུར་བ་དག་གོ ། ||| “Sāgaramati, these teachings summarize, uphold, and maintain the Great Vehicle.
བློ་གྲོས་རྒྱ་མཚོ་གཞན་ཡང་ཐེག་པ་ཆེན་པོ་ལ་གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ||| “Sāgaramati, there are two teachings that are held in high regard in the Great Vehicle.
གཉིས་གང་ཞེ། ||| What are they?
འདི་ལྟ་སྟེ། སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ལ་མོས་པ་དང་། ཉན་ཐོས་དང་རང་སངས་རྒྱས་ཀྱི་ཆོས་རྣམས་ལ་འདོད་པ་མེད་པ་སྟེ། ||| They are aspiring to the qualities of buddhahood and not desiring the qualities of the hearers or solitary buddhas.
བློ་གྲོས་རྒྱ་མཚོ་ཆོས་གཉིས་པོ་དེ་དག་ནི་ཐེག་པ་ཆེན་པོ་ལ་གཅེས་སྤྲས་བྱེད་པའོ། ། ||| Sāgaramati, these two teachings are held in high regard in the Great Vehicle.
བློ་གྲོས་རྒྱ་མཚོ་ཐེག་པ་ཆེན་པོ་ལ་དགའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ||| “Sāgaramati, there are two teachings that are challenging in the Great Vehicle.
གཉིས་གང་ཞེ་ན། ||| What are they?
མོས་པས་རྣམ་པར་གྲོལ་བ་དེ་ཀུན་ཏུ་སྲུང་བ་དང་། རྣམ་པར་གྲོལ་བ་དེའི་ཕྱིར་ཆོས་སྟོན་པ་སྟེ། ||| They are protecting one’s liberation through aspiration, and teaching the Dharma for the sake of liberation.
བློ་གྲོས་རྒྱ་མཚོ་ཆོས་གཉིས་པོ་དེ་དག་ནི་ཐེག་པ་ཆེན་པོ་ལ་དགའ་བ་བྱེད་པའོ། ། ||| Sāgaramati, these two teachings are challenging in the Great Vehicle.
བློ་གྲོས་རྒྱ་མཚོ་ཐེག་པ་ཆེན་པོ་ལ་གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ||| “Sāgaramati, there are two teachings that are held in high regard in the Great Vehicle.
གཉིས་གང་ཞེ་ན། ||| What are they?
བྱང་ཆུབ་ཀྱི་སེམས་ལས་མི་ཉམས་པ་དང་། སེམས་ལ་ལྟ་བ་ལ་བརྟན་པའོ། ། ||| They are not straying from the mind of awakening and being stable in observing one’s mind.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བྱང་ཆུབ་ཀྱི་སེམས་ལ་སྒྱུ་མ་ལྟ་བུར་སོ་སོར་རྟོག་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ལ་བདག་མེད་པར་སོ་སོར་རྟོག་པའོ། ། ||| There are two teachings that are challenging: realizing the mind of awakening to be illusory and realizing all beings to be selfless.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བསམ་པ་མི་འདོར་བ་དང་། སྦྱོར་བ་བཅོས་མ་མ་ཡིན་པའོ། ། ||| “There are two teachings that are held in high regard: not giving up one’s motivation and not contriving one’s conduct.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རྩ་བ་ཡོངས་སུ་དག་པའི་བསམ་པ་དང་། བྱེད་པ་མེད་ཅིང་བྱེད་པ་དང་བྲལ་བ་ཡང་མ་ཡིན་པར་བསོད་ནམས་སོགས་པའོ། ། ||| There are two teachings that are challenging: having thoughts with pure roots, and gathering merit while being neither active, nor inactive.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དགེ་བའི་རྩ་བ་རྣམས་ལ་སྦྱོར་བ་དང་། སྦྱོར་བ་ཡང་ཉམས་འོག་ཏུ་ཆུད་པར་བྱེད་པའོ། ། ||| “There are two teachings that are held in high regard: applying oneself to roots of virtue and immersing oneself in this endeavor.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྤྲོས་པ་མེད་པར་སྦྱོར་བ་དང་། སྦྱོར་བ་ཉམས་འོག་ཏུ་ཆུད་པར་བྱེད་པས་དབེན་པའོ། ། ||| There are two teachings that are challenging: practicing without conceptual elaborations and disengaging by bringing one’s practice into experience.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལྷག་པའི་བསམ་པས་ཁྱད་པར་དུ་འགྲོ་བ་དང་། ཁྱད་པར་གྱིས་ཁྱད་པར་དུ་ལྷག་པར་དམིགས་པའོ། ། ||| “There are two teachings that are held in high regard: excelling in pure motivation and observing what is uniquely special.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བདག་ཉིད་ཉེས་པ་མི་བྱེད་པ་དང་། གཞན་ཡང་ཉེས་པ་ལས་འབྱིན་པའོ། ། ||| There are two teachings that are challenging: not engaging in negativities oneself and delivering others from negativities.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བདོག་པ་ཐམས་ཅད་ཡོངས་སུ་གཏོང་བ་དང་། རྣམ་པར་སྨིན་པ་ལ་མི་རེ་བའོ། ། ||| “There are two teachings that are held in high regard: giving away all one’s possessions and not hoping for karmic ripening.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། མཉམ་པའི་སེམས་གཏོང་བ་དང་། ཡོངས་སུ་བསྔོ་བ་ལ་མཁས་པའོ། ། ||| There are two teachings that are challenging: giving with an even mind and being skilled in dedication.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བསླབ་པ་མ་ཉམས་པ་དང་། སྐྱེ་བར་སྨོན་པ་མེད་པའོ། ། ||| “There are two teachings that are held in high regard: not letting one’s trainings decline and not hoping for rebirth.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཚུལ་ཁྲིམས་འཆལ་པ་རྣམས་ལ་ཆེར་སྙིང་རྗེ་བ་དང་། བདག་ལ་མི་སྟོད་པའོ། ། ||| There are two teachings that are challenging: being especially compassionate to those whose discipline is corrupt and not praising oneself.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བཟོད་ཅིང་དེས་པ་དང་། བྱང་ཆུབ་ཏུ་ཡོངས་སུ་བསྔོ་བའོ། ། ||| “There are two teachings that are held in high regard: being patient and gentle, and dedicating merit toward awakening.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རྗེས་སུ་ཆགས་པ་འདོར་བ་དང་། རྗེ་བོ་ལ་བཟོད་པ་བསྒོམ་པའོ། ། ||| There are two teachings that are challenging: giving up attachment and cultivating patience for rulers.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དགེ་བའི་ཆོས་ཐམས་ཅད་ཡོངས་སུ་བཙལ་བར་རྩོམ་པའི་བརྩོན་འགྲུས་དང་། དགེ་བའི་རྩ་བ་ལ་ཡི་རང་བའོ། ། ||| “There are two teachings that are held in high regard: having diligence that pursues all forms of virtue, and delighting in virtue.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལུས་དང་སེམས་དབེན་པ་དང་། སེམས་གནས་པ་ཡོངས་སུ་ཐར་བར་བྱེད་པའོ། ། ||| There are two teachings that are challenging: keeping body and mind in solitude, and freeing the fixated mind.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བསམ་གཏན་གྱི་ཡན་ལག་ཡང་དག་པར་སྡུད་པ་དང་། སེམས་ལས་སུ་རུང་བའོ། ། ||| “There are two teachings that are held in high regard: gathering the requisites for concentration and gaining pliancy of mind.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བསམ་གཏན་ལས་ལྡོག་པ་ཤེས་པ་དང་། འདོད་པའི་ཁམས་ལ་སྨོད་པའོ། ། ||| There are two teachings that are challenging: knowing how to undo concentration and disparaging the desire realm.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་དོན་དུ་གཉེར་བ་དང་ཆོས་འདོད་པའོ། ། ||| “There are two teachings that are held in high regard: being passionate and eager for the Dharma.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་ལ་སོ་སོར་རྟོག་པ་དང་། ཆོས་ངེས་པར་སེམས་པའོ། ། ||| There are two teachings that are challenging: contemplating and gaining certainty in Dharma.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དགེ་བའི་བཤེས་གཉེན་ལ་བརྟེན་པ་དང་། བླ་མ་ལ་གུས་པར་བརྟེན་པའོ། ། ||| “There are two teachings that are held in high regard: relying on a spiritual friend and respectfully relying on a spiritual master.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། གུས་པ་དང་བཀའ་བློ་བདེ་བའོ། ། ||| There are two teachings that are challenging: being respectful and accepting advice.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དུས་དང་དུས་མ་ཡིན་པར་ཡོངས་སུ་འདྲི་བ་དང་། དོན་མྱོང་བར་བྱེད་པའོ། ། ||| “There are two teachings that are held in high regard: examining what is timely and untimely, and bringing the meaning into experience.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དོན་ཤེས་པ་དང་། ཆོས་ཤེས་པའོ། ། ||| There are two teachings that are challenging: understanding the meaning and being content.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཐོས་པའི་ནོར་གྱིས་མི་ངོམས་པ་དང་། ཐོས་པའི་ཤེས་རབ་ཀྱིས་ངོམས་མི་མྱོང་བའོ། ། ||| “There are two teachings that are held in high regard: not being satisfied with the wealth of hearing and not being satisfied with the insight of hearing.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཚུལ་བཞིན་དུ་ཆོས་ལ་སོ་སོར་རྟོག་པ་དང་། ཚུལ་བཞིན་མ་ཡིན་པའི་ཆོས་རྣམ་པར་སྤོང་བའོ། ། ||| There are two teachings that are challenging: accurately analyzing the Dharma and abandoning inaccurate teachings.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་སྟོན་པ་དང་། ཆོས་ཉན་པ་རྣམས་ལ་སྙིང་རྗེ་བའོ། ། ||| “There are two teachings that are held in high regard: teaching Dharma and being compassionate to those who are listening to it.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སློབ་དཔོན་དཔེ་མཁྱུད་མེད་པ་དང་། ཟང་ཟིང་མེད་པའི་སེམས་ཀྱིས་ཆོས་སྟོན་པའོ། ། ||| There are two teachings that are challenging: being a generous spiritual teacher and teaching the Dharma without any material aims.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རྣ་བ་བླགས་ཏེ་ཉན་པ་དང་། ཐམས་ཅད་དུ་སེམས་ཀྱིས་སེམས་པའོ། ། ||| “There are two teachings that are held in high regard: listening carefully and being highly motivated.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྒྲིབ་པ་སེལ་བ་དང་། བྱང་ཆུབ་ཀྱི་ཡན་ལག་སྒོམ་པའོ། ། ||| There are two teachings that are challenging: eliminating obscurations and cultivating the branches of awakening.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། མཆོག་ཏུ་དགའ་བ་ཐོབ་པ་དང་། དགའ་བ་མྱོང་བའོ། ། ||| “There are two teachings that are held in high regard: achieving supreme joy and experiencing joy.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རུང་བ་རྣམས་ལ་ཚོད་ཤེས་པ་དང་། བདག་ཤེས་པ་ལ་འཇུག་པའོ། ། ||| There are two teachings that are challenging: knowing the extent of what is permissible and obtaining self-knowledge.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལས་ཀྱི་རྣམ་པར་སྨིན་པ་ལ་ཡིད་ཆེས་པ་དང་། ལེགས་པར་བྱ་བའི་ལས་བྱེད་པའོ། ། ||| “There are two teachings that are held in high regard: trusting the ripening of karma and engaging in positive actions.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལས་མེད་ཅིང་རྣམ་པར་སྨིན་པ་མེད་པར་མོས་པ་དང་། དགེ་བའི་ཆོས་ཀྱང་སྟོན་པའོ། ། ||| There are two teachings that are challenging: longing for no karma and no karmic ripening, and teaching virtuous teachings.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཚིག་བདེན་པ་དང་། འཕགས་པའི་སྐྱེ་བོ་ལ་མི་སླུ་བའོ། ། ||| “There are two teachings that are held in high regard: speaking truthfully and not deceiving noble beings.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཇི་སྐད་སྨྲས་པ་དེ་བཞིན་དུ་བྱེད་པ་དང་། སངས་རྒྱས་ཀྱི་ཚུལ་མི་འཁྲུགས་པར་བྱེད་པའོ། ། ||| There are two teachings that are challenging: practicing exactly what one preaches and not disrupting the buddha way.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལུས་ཡོངས་སུ་དག་པ་དང་། མི་དགེ་བ་རྣམ་གསུམ་ཡོངས་སུ་སྤོང་བའོ། ། ||| “There are two teachings that are held in high regard: purifying the body and abandoning the three nonvirtues.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལུས་གཟུགས་བརྙན་ལྟ་བུ་དང་། རྩྭ་དང་རྩིག་པ་དང་ཤིང་ལྟ་བུར་སོ་སོར་རྟོག་པའོ། ། ||| There are two teachings that are challenging: understanding that the body is like a reflection, and understanding that it is like grass, a wall, or wood.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ངག་ཡོངས་སུ་དག་པ་དང་། ངག་གི་སྐྱོན་བཞི་ཡོངས་སུ་སྤོང་བའོ། ། ||| “There are two teachings that are held in high regard: purifying the speech and abandoning the four faults of speech.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་བརྗོད་དུ་མེད་པར་ཁོང་དུ་ཆུད་པ་དང་། སྒྲ་ཐམས་ཅད་བྲག་ཅ་དང་མཚུངས་པར་ཤེས་པའོ། ། ||| There are two teachings that are challenging: mastering the inexpressible Dharma and understanding all sound to be like echoes.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སེམས་ཡོངས་སུ་དག་པ་དང་། བརྣབ་སེམས་དང་གནོད་སེམས་དང་ལོག་པར་ལྟ་བ་ཡོངས་སུ་སྤོང་བའོ། ། ||| “There are two teachings that are held in high regard: purifying the mind, and abandoning covetousness, malice, and wrong views.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ནང་ཉེ་བར་ཞི་བ་དང་། ཕྱི་རོལ་ཏུ་མི་རྒྱུ་བའོ། ། ||| There are two teachings that are challenging: being internally peaceful and externally still.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བྱམས་པ་སྒོམ་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ལ་སེམས་མཉམ་པ་ཉིད་དོ། ། ||| “There are two teachings that are held in high regard: cultivating love and having an equal attitude toward all beings.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ནམ་མཁའ་ལྟར་རྣམ་པར་དག་ཅིང་དྲི་མ་མེད་པའི་བྱམས་པ་དང་། སེམས་ཅན་ཐམས་ཅད་ཡོངས་སུ་བསྐྱབ་པའི་ཕྱིར་ཡོངས་སུ་སྔོ་བའོ། ། ||| There are two teachings that are challenging: gaining love that is immaculate and pure like space and making dedications that protect all beings.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྙིང་རྗེ་ཆེན་པོ་མི་འདོར་བ་དང་། དགེ་བའི་རྩ་བ་ཡོངས་སུ་ཚོལ་བ་ལ་ཡོངས་སུ་མི་སྐྱོ་བའོ། ། ||| “There are two teachings that are held in high regard: not losing great compassion and never being discouraged in the pursuit of roots of virtue.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྐྱེ་བ་མེད་པར་སོ་སོར་རྟོག་པ་དང་། ངེས་པར་གྱུར་པ་ཀུན་ཏུ་བསྲུང་བའོ། ། ||| There are two teachings that are challenging: understanding the unborn and sustaining one’s certainty.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་ལ་དགའ་བས་དགའ་ཞིང་མོས་པ་དང་། མི་དགའ་བ་སྤོང་བའོ། ། ||| “There are two teachings that are held in high regard: being inspired and eager because of one’s delight with the Dharma, and abandoning being uninspired.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། མི་སྨྲ་བའི་བརྟུལ་ཞུགས་ཡོངས་སུ་རྫོགས་པར་བྱེད་པ་དང་། བརྟུལ་ཞུགས་མ་ཡིན་པ་མི་སྤྱོད་པའོ། ། ||| There are two teachings that are challenging: perfecting the ascetic discipline of silence and only engaging in ascetic disciplines.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རྗེས་སུ་ཆགས་པ་འདོར་བ་དང་། ཁོང་ཁྲོ་བ་སྤོང་བའོ། ། ||| “There are two teachings that are held in high regard: letting go of attachments and abandoning anger.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བཏང་སྙོམས་སྒོམ་པ་དང་། སེམས་ཅན་ལ་ལྟ་བ་ཡོངས་སུ་སྤངས་པའོ། ། ||| There are two teachings that are challenging: cultivating equanimity and abandoning views regarding beings.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སངས་རྒྱས་རྗེས་སུ་དྲན་པ་སྒོམ་པ་དང་། དྲན་པ་དེ་ལ་གནས་པར་སེམས་བསྐྱེད་པའོ། ། ||| “There are two teachings that are held in high regard: cultivating the recollection of the Buddha and developing the mind of awakening and sustaining that recollection.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་ཀྱི་སྐུ་སྒོམ་པ་དང་། མཚན་གྱི་སྐུ་ཡང་སྒྲུབ་པའོ། ། ||| There are two teachings that are challenging: cultivating the Dharma body and manifesting the body of marks.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་རྗེས་སུ་དྲན་པ་སྒོམ་པ་དང་། སེམས་ཅན་རྣམས་ཀྱང་ཆོས་ལ་སྦྱོར་བའོ། ། ||| “There are two teachings that are held in high regard: cultivating the recollection of the Dharma and bringing beings to the Dharma.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། འདོད་ཆགས་དང་བྲལ་བའི་ཆོས་ཉིད་ལ་སོ་སོར་རྟོག་པ་དང་། འདོད་ཆགས་ལ་སྤྱོད་པའི་སེམས་ཅན་རྣམས་ལ་ཆེར་སྙིང་རྗེ་བའོ། ། ||| There are two teachings that are challenging: realizing reality free of desire and generating extra compassion for beings who indulge in desire.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བྱང་ཆུབ་སེམས་དཔའི་དགེ་འདུན་རྗེས་སུ་དྲན་པ་དང་། ཕྱིར་མི་ལྡོག་པའི་དགེ་འདུན་ལ་ཡང་སྟོན་པའོ། ། ||| “There are two teachings that are held in high regard: recollecting the bodhisattva saṅgha and teaching to the saṅgha of those who have reached the irreversible level.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། འདུས་མ་བྱས་ལ་ཡང་རྟོག་པ་དང་། འབྲས་བུ་ཐོབ་པ་ཡང་ཀུན་ཏུ་སྲུང་བའོ། ། ||| There are two teachings that are challenging: realizing the unconditioned and maintaining one’s attainment of the result.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཚུལ་ཁྲིམས་རྗེས་སུ་དྲན་པ་དང་། བྱང་ཆུབ་ཀྱི་སེམས་མི་བརྗེད་པའོ། ། ||| “There are two teachings that are held in high regard: recollecting discipline and not forgetting the mind of awakening.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། མངོན་པར་འདུ་བྱེད་པ་མེད་པའི་ཚུལ་ཁྲིམས་ལ་སོ་སོར་རྟོག་པ་དང་། ཚུལ་ཁྲིམས་འཆལ་པའི་སེམས་ཅན་སྡུད་ཅིང་ཡོངས་སུ་སྨིན་པར་བྱེད་པའོ། ། ||| There are two teachings that are challenging: realizing unconditioned discipline, and attracting and ripening those beings with corrupt discipline.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། གཏོང་བ་རྗེས་སུ་དྲན་པ་དང་། འགྱོད་པ་མེད་པར་གཏོང་བའོ། ། ||| “There are two teachings that are held in high regard: recollecting giving, and giving without regret.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། རང་གི་ཉོན་མོངས་པ་འདོར་བ་དང་། སེམས་ཅན་ཐམས་ཅད་ཀྱི་ཉོན་མོངས་པ་སྤོང་བ་སྟོན་པའོ། ། ||| There are two teachings that are challenging: giving up one’s own afflictions and teaching beings to discard their afflictions.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ལྷ་རྗེས་སུ་དྲན་པ་དང་། སྐྱེ་བར་སྨོན་པ་མེད་པའོ། ། ||| “There are two teachings that are held in high regard: recollecting divinity and not aspiring to be reborn.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། དྲན་པ་དང་ཤེས་བཞིན་དང་། སེམས་གཡེང་བ་རྣམས་དྲན་པ་ལ་འགོད་པའོ། ། ||| There are two teachings that are challenging: being mindful and aware, and establishing all who are distracted in mindfulness.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བསོད་ནམས་ཀྱི་ཚོགས་དང་། ཡེ་ཤེས་རྣམས་ཀྱི་ཚོགས་སོ། ། ||| “There are two teachings that are held in high regard: gathering the accumulation of merit and the accumulation of wisdom.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། མངོན་པར་འདུ་བྱེད་པ་མེད་པའི་ཡེ་ཤེས་དང་། བསོད་ནམས་ཀྱི་ཚོགས་མ་སྨད་པའོ། ། ||| There are two teachings that are challenging: obtaining unconditioned wisdom and not disparaging the accumulation of merit.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆགས་པ་ལས་ཤིན་ཏུ་འདའ་བ་དང་། ཆགས་པས་ཞེན་པ་ཡོངས་སུ་འགྲེལ་པའོ། ། ||| “There are two teachings that are held in high regard: transcending desire and explaining what it is to cling because of desire.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། འདུན་པ་དྲག་པ་དང་། སྒྱུ་མེད་ཅིང་གཡོ་མེད་པའོ། ། ||| There are two teachings that are challenging: having strong resolve and being without pretense or deceit.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། བྱས་པ་གཟོ་བ་དང་། བྱས་པ་ཤེས་པའོ། ། ||| “There are two teachings that are held in high regard: showing gratitude and being grateful.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། འདུན་པའི་འདོད་ཆགས་སྤོང་བ་དང་། དགེ་བའི་ཆོས་ལ་འདུན་པ་མི་འདོར་བའོ། ། ||| There are two teachings that are challenging: eliminating passionate attachment and not giving up one’s passion for virtuous qualities.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྡིག་པ་ཐམས་ཅད་འཆགས་པ་དང་། སྡིག་པ་ཐམས་ཅད་མི་བྱེད་པའོ། ། ||| “There are two teachings that are held in high regard: confessing all one’s misdeeds and not engaging in any misdeeds.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། འགྱོད་པ་མེད་པ་དང་། ཀུན་ནས་ལྡང་བ་མེད་པའོ། ། ||| There are two teachings that are challenging: having no regret or complacency.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། གཞན་གྱི་བསོད་ནམས་ལ་རྗེས་སུ་ཡི་རང་བ་དང་། རང་གི་བསོད་ནམས་ཀྱིས་མི་ངོམས་པའོ། ། ||| “There are two teachings that are held in high regard: rejoicing in others’ merit and not being satisfied with one’s own merit.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སྡིག་པ་ཐམས་ཅད་ཟད་པ་ཤེས་པ་དང་། བསོད་ནམས་བསགས་པ་ཤེས་པའོ། ། ||| There are two teachings that are challenging: understanding the exhaustion of misdeeds and understanding the accumulation of merit.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། སངས་རྒྱས་ཐམས་ཅད་ལ་གསོལ་བ་འདེབས་པ་དང་། ཆོས་ཐམས་ཅད་ཡོངས་སུ་འཛིན་པའོ། ། ||| “There are two teachings that are held in high regard: supplicating all the buddhas and upholding all of the Dharma.
དཀའ་བ་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཆོས་ཀྱི་དབྱིངས་འདྲེས་པ་མེད་པ་དང་། ཚིག་རབ་ཏུ་དབྱེ་བ་ཐམས་ཅད་བསྟན་པ་ཤེས་པའོ། ། ||| There are two teachings that are challenging: knowing the unadulterated realm of phenomena and understanding how to teach all linguistic categories.
གཅེས་སྤྲས་བྱེད་པའི་ཆོས་གཉིས་ཏེ། ཡོངས་སུ་བསྔོ་བ་ལ་མཁས་པ་དང་། སེམས་ཅན་ཐམས་ཅད་དང་ཐུན་མོང་དུ་ཡོངས་སུ་བསྔོ་བའོ། ། ||| “There are two teachings that are held in high regard: skill in dedication and dedicating to all beings equally.
