འཕགས་པ་བསྐལ་པ་བཟང་པོ་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོ། ||| The Noble Great Vehicle Sūtra The Good Eon
རྣམ་པར་ངེས་པའི་མཛོད་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Treasury of Certainty the one of miracles.
འདུས་པ་ལན་གྲངས་བརྒྱད་ཅུ་ཀུན་ལ་ཡང་། །ཁོང་ཁྲོ་མེད་པ་རི་ལྟར་གནས་པ་པོ། །བྱེ་བ་ཕྲག་ནི་བདུན་ཅུ་གཉིས་གཉིས་ཡོད། ། ||| “There will be eighty consecutive congregations, Each of them gathering seven hundred twenty million Mountain-like beings who are free from anger.
མི་ཚེ་ལོ་གྲངས་དྲུག་ཁྲི་ཉིས་སྟོང་ཡིན། ། ||| The lifespan of humans will be sixty-two thousand years,
རྣམ་པར་ཐར་པར་ཕྱིན་པའི་དམ་ཆོས་དག །ལོ་གྲངས་སྟོང་ཕྲག་བཅྭ་བརྒྱད་བར་དུ་གནས། ། ||| “And when the teacher has entered liberation His sacred Dharma will remain for eighteen thousand years.
སྐུ་གདུང་རྒྱས་འགྱུར་ས་གཞི་ཐམས་ཅད་ནི། །རིན་ཆེན་མཆོད་རྟེན་བྱེ་བ་དྲུག་གིས་ཁྱབ། ། ||| His relics will be abundant, and the entire earth Will be covered by sixty million precious stūpas.
དཔལ་ལྡན་ལེགས་པ་ཡོན་ཏན་བསགས་པ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་བློ་གྲོས་ངན་ཞེས་བྱ། ། ||| “The good and glorious Guṇagaṇa Will be born in a place called Inferior Intelligence.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་གཅིག་ཡོད་ཡབ་ནི་བློ་ལྡན་ཡིན། །མི་སྡུག་རྒྱལ་བའི་ཡུམ་ཡིན་སྲས་པོ་ནི། །འཇིག་རྟེན་དགའ་བ་སྐར་མ་རིམ་གྲོ་པ། ། ||| The family of this victor will be brahmin, And his light will extend one league. “Intelligent will be his father and Unattractive will be this victor’s mother. Joy for the World will be his son and Star his attendant.
འགྲོས་སྙོམས་པ་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| Even Mode will be the scholar
འོད་ཅན་གྲགས་པ་ཞེས་བྱ་རྫུ་འཕྲུལ་ཅན། ། ||| And Famed Illuminator the one of miracles.
འདུས་པ་ལན་གྲངས་བརྒྱ་ནི་རྩ་ལྔ་སྟེ། །བྱེ་བ་བརྒྱ་ཕྲག་དག་ནི་ཚང་བ་དང་། །དྲུག་ཅུ་རྩ་དྲུག་དག་ཀྱང་འདུས་པར་འགྱུར། ། ||| “There will be one hundred and five consecutive congregations, Each of them gathering one billion, And then another sixty-six congregations.
མི་ཚེ་ལོ་གྲངས་བདུན་ཁྲི་ཉིས་སྟོང་ཡིན། ། ||| The lifespan of humans will be seventy-two thousand years,
ལྷ་མིའི་དོན་ཕྱིར་དམ་ཆོས་ལོ་སྟོང་དུ། །གནས་འགྱུར་སྐུ་གདུང་བཅས་པའི་མཆོད་རྟེན་ནི། །དཔག་ཚད་དགུ་བཅུ་རྩ་བརྒྱད་པ་གཅིག་སྟེ། །རིན་ཆེན་བརྒྱ་སྙེད་དྲ་བས་རྣམ་པར་སྤྲས། ། ||| “And for the sake of gods and humans the sacred Dharma will remain for a thousand years. The single stūpa containing the relics Will measure ninety-eight leagues And be adorned with nets of hundreds of jewels.
དེ་བཞིན་གཤེགས་པ་ཡོན་ཏན་ཚོགས་དག་གི། །སྐྱེ་བའི་ཡུལ་ནི་ཡོན་ཏན་བརྒྱན་ཅེས་བྱ། ། ||| “The thus-gone Guṇagaṇa Will be born in a place called Adorned with Qualities.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་གསུམ་ཡོད་ཡབ་ནི་རྒལ་བ་པོ། །ཡོན་ཏན་གཟི་བརྗིད་ལྡན་པ་རྒྱལ་བའི་ཡུམ། ། ||| The family of this victor will be kṣatriya, And his light will extend three leagues. “Traverser will be his father and Endowed with Splendid Qualities will be this victor’s mother.
སྲས་པོ་བློ་ལྡན་བློ་ཅན་རིམ་གྲོ་པ། ། ||| Intelligent will be his son and Intelligent his attendant.
མི་དགའ་སྤོང་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| Abandoning Displeasure will be the scholar
དྲ་བ་གཅོད་བྱེད་པ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Cutting through the Net the one of miracles.
འདུས་པ་ལན་གྲངས་བཅུ་གཅིག་ཀུན་ལ་ཡང་། །ཆགས་པ་མེད་པ་བསམ་གཏན་པ་དེ་ཀུན། །བྱེ་བ་བརྒྱ་ཕྲག་དག་ནི་གསུམ་གསུམ་ཡོད། ། ||| “There will be eleven consecutive congregations, Each of them gathering three billion, Masters of meditation who are free from attachment.
མི་ཚེའི་ཚད་ནི་ལོ་གྲངས་ཁྲི་ཡང་ཡིན། ། ||| The lifespan of humans will be ten thousand years,
རྒྱལ་བའི་དམ་ཆོས་ལོ་གྲངས་སྟོང་དུ་གནས། ། ||| “And this victor’s sacred Dharma will remain for a thousand years.
རྒྱལ་བའི་མཆོད་རྟེན་སྐུ་གདུང་བཅས་པ་ནི། །དཔག་ཚད་ཕྱེད་པའི་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །གདུགས་གྲངས་སྟོང་ཕྲག་བདུན་ཅུས་རྣམ་པར་བརྒྱན། ། ||| The relics of this victorious one Will be contained in a single stūpa, Half a league large and adorned with seventy thousand parasols.
དེ་བཞིན་གཤེགས་པ་རིན་ཆེན་མེ་ཏོག་གི། །སྐྱེ་བའི་ཡུལ་ནི་བློ་ལྡན་མཆོག་ཅེས་བྱ། ། ||| “The thus-gone Ratnāgni Will be born in a place called Endowed with Supreme Intelligence.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །དྲུག་ཅུ་རྩ་གཉིས་ཚོགས་ཅན་དབང་པོ་ཡབ། །སེང་གེ་རྒྱལ་མཚན་ཞེས་བྱ་རྒྱལ་བའི་ཡུམ། ། ||| The family of this victor will be kṣatriya, And his light will extend sixty-two leagues. “Lord of the Gathering will be his father and Lion Banner will be this victor’s mother.
སྲས་པོ་ཚོགས་ཅན་ཚོགས་བཟང་རིམ་གྲོ་པ། ། ||| Gatherer will be his son and Excellent Gathering his attendant.
རི་ལྟར་བརྩེགས་ཞེས་བྱ་བ་བློ་ལྡན་ཏེ ||| Rising like a Mountain will be the one of insight
ཆགས་པ་མེད་པར་གནས་པ་རྫུ་འཕྲུལ་ཅན། ། ||| And Remaining Detached the one of miracles.
འདུས་པ་ལན་གྲངས་བརྒྱད་ཅུ་ཀུན་ལ་ཡང་། །ཕྱིར་མི་ལྡོག་པ་གཟུངས་ནི་ཐོབ་པ་པོ། །བྱེ་བ་ཕྲག་ནི་བདུན་ཅུ་དྲུག་དྲུག་འདུས། ། ||| “There will be eighty consecutive congregations, Each of them gathering seven hundred sixty million, Irreversible ones who have attained retention.
མི་ཚེ་ལོ་གྲངས་དགུ་ཁྲི་དགུ་སྟོང་ཡིན། ། ||| The lifespan of humans will be ninety-nine thousand years,
ཞི་བར་ཕྱིན་པའི་དམ་པའི་ཆོས་དག་ཀྱང་། །ལོ་གྲངས་སུམ་ཁྲི་ཉིས་སྟོང་བར་དུ་གནས། ། ||| “And the sacred Dharma of the one gone to peace Will remain for thirty-two thousand years.
སྲིད་པ་ཐར་མཛད་པ་ཡི་མཆོད་རྟེན་གྲངས། །བརྒྱད་ཁྲི་བཞི་སྟོང་དག་ནི་འབྱུང་བར་འགྱུར། ། ||| The stūpas of the one who has gone beyond existence Will number eighty-four thousand.
བདེ་བར་གཤེགས་པ་འཇིག་རྟེན་འདས་པ་ཡི། །སྐྱེ་ཡུལ་བསོད་ནམས་ལེགས་པར་བསྒོམས་ཞེས་བྱ། ། ||| “The well-gone Lokāntara Will be born in a place called Excellent Cultivation of Merit.
རིགས་ནི་བྲམ་ཟེ་ཡིན་ཏེ་འོད་དཔག་ཚད། །སུམ་ཅུ་རྩ་དྲུག་ཡབ་ནི་མུ་སྟེགས་བཟང་། །དོན་ལ་དགའ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| His family will be brahmin, And his light will extend thirty-six leagues. “Excellent Steps will be his father and Delighting in the Meaning will be this victor’s mother.
སྲས་པོ་དོན་ལྡན་དགའ་བ་རིམ་གྲོ་པ། ། ||| Endowed with Meaning will be his son and Joy his attendant.
འཇིགས་མེད་དགའ་ཞེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| Fearless Joy will be the scholar
གྲགས་པ་མངོན་འཕགས་པ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Truly Superior Fame the one of miracles.
འདུས་པ་དག་ནི་ལན་གྲངས་དགུ་བཅུ་སྟེ། །རབ་མཆོག་དག་གི་ཚོགས་ཀྱི་གྲངས་རྣམས་ཀྱང་། །བྱེ་བ་ཕྲག་ནི་སྟོང་སྟོང་འབྱུང་བར་འགྱུར། ། ||| “There will be ninety consecutive congregations, Each of them gathering ten billion Of the highest and supreme.
མི་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་སུམ་སྟོང་ཡིན། ། ||| The lifespan of humans will be twenty-three thousand years,
ཡོན་ཏན་ལྡན་པའི་དམ་པའི་ཆོས་དག་ཀྱང་། །ལོ་གྲངས་བདུན་ཁྲི་བཞི་སྟོང་བར་དུ་གནས། ། ||| “And the sacred Dharma replete with qualities Will remain for seventy-four thousand years.
རིམས་ནད་མེད་པའི་སྐུ་གདུང་རྒྱས་འགྱུར་ལ། །མཆོད་རྟེན་བྱེ་བ་སྟོང་ཕྲག་བདུན་ཅུ་བཞི། ། ||| The relics of the one free from the plagues will be abundant And contained in seven hundred forty billion stūpas.
དེ་བཞིན་གཤེགས་པ་འཇིག་རྟེན་ཟླ་བ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་ཟླ་བ་ཅན་ཞེས་བྱ། ། ||| “The thus-gone Lokacandra Will be born in a place called Possessor of the Moon.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་བཅུ་ཡོད་ཡབ་ནི་ཟླ་བ་ཡིན། །ཟླ་བཞིན་མཛེས་མ་ཡུམ་ཡིན་སྲས་པོ་ནི། །ཚེ་ལྡན་མེ་ཏོག་བཟང་པོ་རིམ་གྲོ་པ། ། ||| The family of this victor will be brahmin, And his light will extend ten leagues. “Moon will be his father and Lovely Moon Countenance his mother. Vitality will be his son and Excellent Flower his attendant.
རྣམ་པར་སྣང་བྱེད་གྲགས་པ་བློ་ལྡན་ཏེ། ། ||| Famed Illuminator will be the scholar
ཚུལ་ཁྲིམས་འོད་བྱེད་པ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Luminous Discipline the one of miracles.
ཚོགས་ཀྱི་རྒྱལ་པོ་རབ་མཆོག་དམ་པ་ཡི། །འདུས་པ་ལན་གྲངས་དྲུག་ཅུ་རྩ་དྲུག་ལ། །བྱེ་བ་ཕྲག་ནི་བརྒྱ་རྩ་བཞི་བཞི་འདུས། ། ||| “There will be sixty-six consecutive congregations Of the true and supreme king of gatherings, Each of them bringing together four billion.
སྐུ་ཚེ་ལོ་གྲངས་སུམ་ཁྲི་ཉིས་སྟོང་ཡིན། ། ||| His lifespan will be thirty-two thousand years,
དམ་པའི་ཆོས་དག་ལོ་གྲངས་སྟོང་ཕྲག་ནི། །དགུ་བཅུ་རྩ་ལྔའི་བར་དུ་གནས་པར་འགྱུར། ། ||| “And the sacred Dharma will remain For ninety-five thousand years.
རྒྱལ་བའི་མཆོད་རྟེན་སྐུ་གདུང་བཅས་པ་ནི། །དཔག་ཚད་བདུན་པ་གཅིག་སྟེ་གསེར་གྱིས་བརྒྱན། ། ||| The single stūpa containing the relics of the victorious one Will measure seven leagues and be adorned with gold.
དེ་བཞིན་གཤེགས་པ་དབྱངས་ནི་སྙན་པ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་ཆོས་ཀྱི་ལྟ་ཞེས་བྱ། ། ||| “The thus-gone Madhura­svara­rāja Will be born in a place called Dharma View.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་སུམ་ཅུ་ཡབ་ནི་སྐུ་བཟངས་ཡིན། །བཟང་དཔལ་ཞེས་ནི་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| The family of this victor will be kṣatriya, And his light will extend thirty leagues. “Excellent Body will be his father and Excellent Glory will be this victor’s mother.
སྲས་པོ་པད་མ་རྒྱལ་དགའ་རིམ་གྲོ་པ། ། ||| Lotus will be his son and Victorious Joy his attendant.
ཡོན་ཏན་སྙིང་པོ་ཞེས་བྱ་མཁས་པ་སྟེ། ། ||| Essence of Qualities will be the scholar
ཆོས་འཕགས་ཞེས་ནི་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Superior Dharma the one of miracles.
འདུས་པ་ལན་གྲངས་བཞི་སྟེ་ཀུན་ལ་ཡང་། །ཞི་བ་གོམས་པར་བསྒོམས་པའི་ཡིད་ལྡན་པ། །བྱེ་བ་ཕྲག་ནི་བདུན་ཅུ་བདུན་བདུན་འདུས། ། ||| “There will be four consecutive congregations, Each of them gathering seven hundred seventy million Who have mastered the cultivation of mental peace.
མི་ཚེ་ལོ་གྲངས་དག་ནི་དགུ་ཁྲི་ཡིན། ། ||| The lifespan of humans will be ninety thousand years,
དངོས་པོ་མེད་པར་ཕྱིན་པའི་དམ་ཆོས་དག །ལོ་གྲངས་ཉིས་འབུམ་བར་དུ་གནས་པར་འགྱུར། ། ||| “And the sacred Dharma of the one who has gone beyond entities Will remain two hundred thousand years.
རྒྱལ་བའི་སྐུ་གདུང་རྒྱས་འགྱུར་མཐའ་ཡས་ཤིང་། །མཆོད་རྟེན་བྱེ་བ་ཕྲག་ནི་བདུན་ཅུ་གསུམ། ། ||| The relics of this victorious one will be infinitely abundant, Residing in seven hundred thirty million stūpas.
དེ་བཞིན་གཤེགས་པ་ཚངས་པའི་ཏོག་དག་གི། །སྐྱེ་བའི་ཡུལ་ནི་ཚངས་པས་ལྟ་ཞེས་བྱ། ། ||| “The thus-gone BrahmaketuWill be born in a place called Seen by Brahmā.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །བདུན་ཅུ་རྩ་གཉིས་ཡབ་ནི་ཚངས་བཟངས་ཡིན། །ཚངས་ལྡན་མ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| His family will be kṣatriya, And his light will extend seventy-two leagues. “Excellent Brahmā will be his father and Brahmā Possessor will be this victor’s mother.
སྲས་པོ་ཚངས་པ་ཚངས་བཟངས་རིམ་གྲོ་པ། ། ||| Brahmā will be his son and Excellent Brahmā his attendant.
བསམ་པ་སྙིང་རྗེ་ཅན་ནི་མཁས་པ་སྟེ། ། ||| Compassionate Concern will be the scholar
བྱམས་ལ་གནས་ཞེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Abiding by Love the one of miracles.
འདུས་པ་ལན་གྲངས་སུམ་ཅུ་དྲུག་ཀུན་ལའང་། །ཆགས་པ་མེད་གྱུར་གཏི་མུག་མེད་པ་ཀུན། །བྱེ་བ་ཕྲག་ནི་བཅུ་གསུམ་བཅུ་གསུམ་ཡོད། ། ||| “There will be thirty-six consecutive congregations, Each of them gathering one hundred thirty million Who are detached and free from dullness.
མི་ཚེ་ལོ་གྲངས་དག་ནི་འབུམ་ཡང་ཡིན། ། ||| The lifespan of humans will be one hundred thousand years,
མྱ་ངན་འདས་པ་དེ་ཡི་དམ་ཆོས་དག །ལོ་གྲངས་དགུ་ཁྲི་ཚང་བའི་བར་དུ་གནས། ། ||| “And the sacred Dharma of the one who has attained nirvāṇa Will remain complete for ninety thousand years.
རྒྱལ་བའི་མཆོད་རྟེན་སྐུ་གདུང་བཅས་པ་ནི། །དཔག་ཚད་བཅུ་གཉིས་པ་གཅིག་གསེར་གྱིས་བརྒྱན། ། ||| The single stūpa with the relics of this victorious one Will measure twelve leagues in height and be decorated with gold.
དེ་བཞིན་གཤེགས་པ་ཚོགས་ཅན་གཙོ་བོ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་བརྟགས་པའི་བློ་ཞེས་བྱ། ། ||| “The thus-gone Gaṇimukha Will be born in a place called Imagination.
རྒྱལ་བའི་རིགས་ནི་རྒྱལ་རིགས་འོད་ཀྱི་ཚད། །དཔག་ཚད་དགུ་ཡོད་ཡབ་ནི་ཟླ་བཟངས་ཡིན། །སེམས་སྙོམས་མ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| The family of this victor will be kṣatriya, And his light will extend nine leagues. “Excellent Moon will be his father and Equanimous Mind will be this victor’s mother.
སྲས་པོ་པད་མ་ལྗོན་པ་རིམ་གྲོ་པ། ། ||| Lotus will be his son and Tree his attendant.
ཡོན་ཏན་དག་གིས་བརྩེ་བ་མཁས་པ་སྟེ། ། ||| Love with Qualities will be the scholar
བླ་མ་སེམས་ཞེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Highest Mind the one of miracles.
འདུས་པ་ལན་གྲངས་སུམ་ཅུ་རྩ་དྲུག་སྟེ། །ཀུན་ལའང་ལྷག་མ་མེད་པ་རླུང་འདྲ་བ། །བྱེ་བ་ཕྲག་ནི་སྟོང་སྟོང་ཚང་བར་ཡོད། ། ||| “There will be thirty-six consecutive congregations, Each of them gathering ten billion Who are beyond remainder and resemble the wind.
མི་ཚེ་ལོ་གྲངས་སྟོང་ཕྲག་བཅྭ་བརྒྱད་ཡིན། ། ||| The lifespan of humans will be eighteen thousand years,
འདྲེན་པ་མྱ་ངན་འདས་ནས་དམ་ཆོས་དག །ལོ་གྲངས་སྟོང་ཕྲག་བཅུ་གསུམ་བར་དུ་གནས། །རིན་ཆེན་མཆོད་རྟེན་གྲངས་ནི་བྱེ་བ་ཕྲག །སྟོང་ཕྲག་ཆིག་བརྒྱ་རྩ་ནི་བཅུ་དག་འབྱུང་། ། ||| “And when this guide has attained nirvāṇa His sacred Dharma will remain complete for thirteen thousand years. The precious stūpas with the relics of this victorious one Will number one trillion one hundred billion.
ཡོན་ཏན་བསགས་པ་སེང་གེའི་སྟབས་དག་གི། །སྐྱེ་ཡུལ་འཇིག་རྟེན་བླ་མ་དགྱེས་ཞེས་བྱ། ། ||| “The accumulator of excellent qualities, Siṃhagati, Will be born in a place called World of Highest Delight.
དེའི་རིགས་བྲམ་ཟེ་ཡིན་ཏེ་འོད་ཀྱི་ཚད། །འཛམ་གླིང་གཉིས་ཁྱབ་ཡབ་ནི་ལེགས་གྲུབ་ཡིན། །དཀྱིལ་འཁོར་འགྲོ་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| His family will be brahmin, And his light will extend twice as far as Jambudvīpa. “Excellent Accomplishment will be his father and Circular Movement will be this victor’s mother.
སྲས་པོ་ཡིད་འཛིན་ཡིད་འོང་རིམ་གྲོ་པ། ། ||| Concentration will be his son and Delightful his attendant.
བརྟུལ་ཞུགས་གྲུབ་པ་ཤེས་རབ་ཅན་ཡིན་ཏེ། ། ||| Accomplishment of Yogic Discipline will be the scholar
ང་རོའི་མཆོག་གྲུབ་པ་ནི་རྫུ་འཕྲུལ་ཅན། ། ||| And Accomplishment of the Supreme Roar the one of miracles.
འདུས་པ་དག་ནི་ལན་གྲངས་བརྒྱད་ཡིན་ཏེ། །དགྲ་བཅོམ་ཐེར་འབུམ་ཇི་སྙེད་ཡོད་པ་རྣམས། །གང་གཱའི་རྒྱུན་ལྟར་དྲི་མེད་ཤ་སྟག་ཡིན། ། ||| “There will be eight consecutive congregations, Each of them gathering billions of worthy ones Who are all stainless like the currents of the Gaṅgā.
མི་ཚེ་ལོ་གྲངས་དག་ནི་བཞི་ཁྲི་ཡིན། ། ||| The lifespan of humans will be forty thousand years,
མི་ཡི་མཆོག་མ་མྱ་ངན་འདས་ནས་ཀྱང་། །དམ་ཆོས་ལོ་གྲངས་དྲུག་ཁྲི་དྲུག་སྟོང་གནས། ། ||| “And when this supreme human has attained nirvāṇa His sacred Dharma will remain complete for sixty-six thousand years.
སྐུ་གདུང་མཆོད་རྟེན་འཕང་དུ་དཔག་ཚད་གཅིག །རིན་ཆེན་བརྒྱ་སྙེད་དག་གི་དྲ་བས་སྤྲས། ། ||| The stūpa containing his relics will measure one league And be adorned with nets of hundreds of jewels.
སངས་རྒྱས་དྲག་ཤུལ་ཅན་གྱིས་བྱིན་པ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་དཀའ་ཐུབ་དྲག་ཅེས་བྱ། ། ||| “The buddha Ugradatta Will be born in a place called Intense Austerities.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་བརྒྱ་ཡོད་ཡབ་ནི་སྤོས་བཟངས་ཡིན། །གསེར་འོད་རྒྱལ་བའི་ཡུམ་ཡིན་སྲས་པོ་ནི། །དཔལ་ལྡན་ཤིན་ཏུ་དཔལ་ལྡན་རིམ་གྲོ་པ། ། ||| The family of this victor will be brahmin, And his light will extend one hundred leagues. “Fine Incense will be his father and Golden Light will be this victor’s mother. Glorious will be his son and Extremely Glorious his attendant.
ཡོན་ཏན་ཡིད་ཅེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| Mind of Qualities will be the scholar
ཡོན་ཏན་མཐོན་པོ་ཞེས་བྱ་རྫུ་འཕྲུལ་ཅན། ། ||| And High Qualities the one of miracles.
འདུས་པ་དག་ནི་ལན་གྲངས་ལྔ་ཡིན་ཏེ། ། ||| “There will be five consecutive congregations,
གཏན་པ་ལྟ་བུར་ལེགས་པར་གནས་པ་པོ། །བྱེ་བ་སྟོང་ཕྲག་བཅུ་བཅུ་ཚོགས་པར་འགྱུར། ། ||| Each of them gathering one hundred billion Who abide firmly, like bolts.
སྐུ་ཚེ་ལོ་གྲངས་ཉི་ཁྲི་བརྒྱད་སྟོང་ཡིན། ། ||| His lifespan will be twenty-eight thousand years,
འཇིག་རྟེན་ཕན་ཕྱིར་དམ་པའི་ཆོས་དག་ཀྱང་། །ལོ་གྲངས་སྟོང་ཕྲག་བཅུ་དགུ་གནས་པར་འགྱུར། ། ||| “And for the benefit of the world his sacred Dharma Will remain complete for nineteen thousand years.
མཆོད་རྟེན་གྲངས་ནི་ཐེར་འབུམ་ཕྲག་གསུམ་སྟེ། །ལྷ་ཡི་སྐྱེད་མོས་ཚལ་སྙོམས་པ་ཡིས་བསྐོར། ། ||| The stūpas will number three billion And be surrounded by heavenly parks.
སྐྱེས་བུ་དམ་པ་ཆོས་ཀྱི་དབང་ཕྱུག་གི། །སྐྱེ་བའི་ཡུལ་ནི་ཕྱག་བྱས་མཆོད་ཅེས་བྱ། ། ||| “The holy being Dharmeśvara Will be born in a place called Venerated with Prostrations.
རིགས་ནི་རྒྱལ་རིགས་ཡིན་ཏེ་འོད་དཔག་ཚད། །བདུན་ཅུ་རྩ་ལྔ་ཡབ་ནི་ལེགས་མཆོད་ཡིན། །གྲགས་པའི་ཚོགས་ཞེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| His family will be kṣatriya, And his light will extend seventy-five leagues. “Excellent Worship will be his father and Famed Gathering will be this victor’s mother.
སྲས་པོ་མེ་ཏོག་མཆོད་ལེགས་རིམ་གྲོ་པ། ། ||| Flower will be his son and Worship of Excellence his attendant.
འོད་ཀྱི་ཏོག་ཅེས་བྱ་བ་མཁས་པ་སྟེ། ། ||| Light Crest will be the scholar
ཏོག་གི་འོད་ཅེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Crest of Light the one of miracles.
འདུས་པ་ལན་གྲངས་གསུམ་སྟེ་ཀུན་ལ་ཡང་། །སྲས་མཆོག་སློབ་པ་མེད་པར་ཕྱིན་པ་པོ། །བྱེ་བ་ཕྲག་ནི་ཉི་ཁྲི་ཉི་ཁྲི་ཡོད། ། ||| “There will be three consecutive congregations, Each of them gathering two hundred billion Supreme sons who have reached the level of no more training.
མི་ཚེ་ལོ་གྲངས་བདུན་ཁྲི་ཆིག་སྟོང་ཡིན། ། ||| The lifespan of humans will be seventy-one thousand years,
དམ་པའི་ཆོས་དག་ལོ་གྲངས་སྟོང་ཕྲག་ནི། །བརྒྱད་ཅུ་དག་གི་བར་དུ་གནས་པར་འགྱུར། ། ||| “And the sacred Dharma will remain For eighty thousand years.
རྒྱལ་བའི་སྐུ་གདུང་མཆོད་རྟེན་གཅིག་ཡིན་ཏེ། །དཔག་ཚད་གསུམ་པ་རིན་ཆེན་མང་པོས་སྤྲས། ། ||| The relics of this victor will reside in a single stūpa Measuring three leagues and studded with numerous jewels.
དེ་བཞིན་གཤེགས་པ་གཟི་བརྗིད་འོད་དག་གི། །སྐྱེ་བའི་ཡུལ་ནི་མཆོད་ཅིང་བཀུར་ཞེས་བྱ། ། ||| “The thus-gone Tejasprabha Will be born in a place called Worshiped and Venerated.
རྒྱལ་བའི་རིགས་ནི་བྲམ་ཟེ་འོད་ཀྱི་ཚད། །དཔག་ཚད་དྲུག་ཡོད་ཡབ་ནི་ལེགས་རྒལ་ཡིན། །ཡོན་ཏན་བརྒྱན་ཅེས་བྱ་བ་རྒྱལ་བའི་ཡུམ། ། ||| The family of the victor will be brahmin And his light will extend six leagues. “Excellent Crossing will be his father and Adorned with Qualities will be this victor’s mother.
སྲས་པོ་མཁས་ལྡན་སྣང་ལྡན་རིམ་གྲོ་པ། ། ||| Expert will be his son and Luminous his attendant.
སྲིད་པའི་འཆིང་བ་གཅོད་བྱེད་མཁས་པ་སྟེ། ། ||| Severer of the Bonds of Existence will be the scholar
སྲིད་པ་འཇོམས་ཞེས་བྱ་བ་རྫུ་འཕྲུལ་ཅན། ། ||| And Crusher of Existence the one of miracles.
འདུས་པ་ལན་གྲངས་དག་ནི་བརྒྱ་ཡིན་ཏེ། །བསོད་ནམས་རྣམ་གྲོལ་དགྲ་བཅོམ་མི་སློབ་པ། །དེ་དག་འདུས་པ་ཐེར་འབུམ་ཚང་བར་ཡོད། ། ||| “There will be one hundred consecutive congregations, Each of them gathering a full billion worthy ones who are endowed with merit and liberation And have reached the level of no more training.
མི་ཚེ་ལོ་གྲངས་དག་ནི་དགུ་ཁྲི་ཡིན། ། ||| The lifespan of humans will be ninety thousand years,
དམ་ཆོས་ལོ་གྲངས་བྱེ་བར་གནས་འགྱུར་ཞིང་། ། ||| “And the sacred Dharma will remain for ten million years.
རྒྱལ་བའི་སྐུ་གདུང་དག་ནི་རྒྱས་འགྱུར་ལ། །མཆོད་རྟེན་གྲངས་ནི་ཐེར་འབུམ་ཕྲག་གསུམ་སྟེ། །རྣམ་རྒྱལ་ཁང་བཟངས་ལྟ་བུར་ལེགས་པར་སྤྲས། ། ||| The relics of this victor will be abundant, And the stūpas, numbering three billion, Will be exquisitely decorated, like the Palace of Victory.
དེ་བཞིན་གཤེགས་པ་འོད་ཟེར་ཆེན་པོ་ཡི། །སྐྱེ་བའི་ཡུལ་ནི་ཆོས་ཀྱི་འོད་ཅེས་བྱ། ། ||| “The thus-gone Mahāraśmi Will be born in a place called Dharma Light.
